,rank,name,pob,birthdate,height,weight,year,month,win,loss,absent,next_rank,is_east,next_is_east,tier_rank,next_tier_rank,num_rank,next_num_rank,make_koshi,num_rank_diff,order,abs_rank,next_order,next_abs_rank,abs_rank_dif
312,M12w,Kaisei,Brazil,18.12.1986,195.0,187.8,2020,11,6,9,0,,False,,5,,12.0,,False,,312,33.0,,,
313,M13e,Hoshoryu,Mongolia,22.05.1999,185.0,107.0,2020,11,7,8,0,,True,,5,,13.0,,False,,313,34.0,,,
314,M13w,Ichinojo,Mongolia,07.04.1993,190.0,183.0,2020,11,8,7,0,,False,,5,,13.0,,True,,314,35.0,,,
315,M14e,Chiyonokuni,Mie,10.07.1990,184.0,143.8,2020,11,10,5,0,,True,,5,,14.0,,True,,315,36.0,,,
316,M14w,Kotonowaka,Chiba,19.11.1997,186.0,147.0,2020,11,7,8,0,,False,,5,,14.0,,False,,316,37.0,,,
317,M15e,Chiyotairyu,Tokyo,14.11.1988,182.0,166.8,2020,11,9,6,0,,True,,5,,15.0,,True,,317,38.0,,,
318,M15w,Kotoyuki,Kagawa,02.04.1991,176.0,162.4,2020,11,0,0,15,,False,,5,,15.0,,False,,318,39.0,,,
319,M16e,Chiyoshoma,Mongolia,20.07.1991,183.0,118.2,2020,11,8,7,0,,True,,5,,16.0,,True,,319,40.0,,,
320,M16w,Akua,Ibaraki,06.11.1990,181.0,162.6,2020,11,9,6,0,,False,,5,,16.0,,True,,320,41.0,,,
321,M17e,Shimanoumi,Mie,11.07.1989,178.0,160.8,2020,11,11,4,0,,True,,5,,17.0,,True,,321,42.0,,,
322,J1e,Akiseyama,Aichi,18.07.1985,183.0,172.6,2020,11,9,6,0,,True,,6,,1.0,,True,,322,43.0,,,
323,J1w,Chiyonoo,Kagoshima,29.05.1991,178.0,149.6,2020,11,7,8,0,,False,,6,,1.0,,False,,323,44.0,,,
324,J2e,Midorifuji,Shizuoka,30.08.1996,168.0,91.0,2020,11,10,5,0,,True,,6,,2.0,,True,,324,45.0,,,
325,J2w,Shohozan,Fukuoka,09.02.1984,177.0,134.5,2020,11,6,9,0,,False,,6,,2.0,,False,,325,46.0,,,
326,J3e,Ishiura,Tottori,10.01.1990,173.0,103.6,2020,11,8,7,0,,True,,6,,3.0,,True,,326,47.0,,,
327,J3w,Kotoshogiku,Fukuoka,30.01.1984,180.0,177.0,2020,11,1,6,0,,False,,6,,3.0,,False,,327,48.0,,,
328,J4e,Chiyomaru,Kagoshima,17.04.1991,178.0,176.3,2020,11,8,7,0,,True,,6,,4.0,,True,,328,49.0,,,
329,J4w,Nishikigi,Iwate,25.08.1990,184.5,149.5,2020,11,6,9,0,,False,,6,,4.0,,False,,329,50.0,,,
330,J5e,Daiamami,Kagoshima,15.12.1992,185.0,167.0,2020,11,9,6,0,,True,,6,,5.0,,True,,330,51.0,,,
331,J5w,Hidenoumi,Tokyo,11.06.1989,184.0,156.2,2020,11,7,8,0,,False,,6,,5.0,,False,,331,52.0,,,
332,J6e,Churanoumi,Okinawa,06.05.1993,176.0,126.0,2020,11,8,7,0,,True,,6,,6.0,,True,,332,53.0,,,
333,J6w,Wakamotoharu,Fukushima,05.10.1993,185.0,127.2,2020,11,8,7,0,,False,,6,,6.0,,True,,333,54.0,,,
334,J7e,Chiyootori,Kagoshima,11.10.1992,179.0,178.5,2020,11,8,7,0,,True,,6,,7.0,,True,,334,55.0,,,
335,J7w,Azumaryu,Mongolia,12.05.1987,192.0,147.2,2020,11,8,7,0,,False,,6,,7.0,,True,,335,56.0,,,
336,J8e,Kyokutaisei,Hokkaido,18.10.1989,184.0,128.2,2020,11,8,7,0,,True,,6,,8.0,,True,,336,57.0,,,
337,J8w,Ikioi,Osaka,11.10.1986,194.0,157.0,2020,11,5,10,0,,False,,6,,8.0,,False,,337,58.0,,,
338,J9e,Tsurugisho,Tokyo,27.07.1991,184.0,154.0,2020,11,8,7,0,,True,,6,,9.0,,True,,338,59.0,,,
339,J9w,Daishomaru,Osaka,10.07.1991,175.0,153.0,2020,11,8,7,0,,False,,6,,9.0,,True,,339,60.0,,,
340,J10e,Hakuyozan,Yamagata,13.04.1995,185.0,145.8,2020,11,6,9,0,,True,,6,,10.0,,False,,340,61.0,,,
341,J10w,Kyokushuho,Mongolia,09.08.1988,191.0,149.6,2020,11,10,5,0,,False,,6,,10.0,,True,,341,62.0,,,
342,J11e,Mitoryu,Mongolia,25.04.1994,187.0,182.0,2020,11,8,7,0,,True,,6,,11.0,,True,,342,63.0,,,
343,J11w,Abi,Saitama,04.05.1994,185.0,121.0,2020,11,0,0,15,,False,,6,,11.0,,False,,343,64.0,,,
344,J12e,Takagenji,Tochigi,13.05.1997,186.0,126.2,2020,11,7,8,0,,True,,6,,12.0,,False,,344,65.0,,,
345,J12w,Jokoryu,Tokyo,07.08.1988,187.0,162.4,2020,11,9,6,0,,False,,6,,12.0,,True,,345,66.0,,,
346,J13e,Ura,Osaka,22.06.1992,172.0,113.0,2020,11,9,6,0,,True,,6,,13.0,,True,,346,67.0,,,
347,J13w,Nishikifuji,Aomori,22.07.1996,180.0,134.0,2020,11,3,12,0,,False,,6,,13.0,,False,,347,68.0,,,
348,J14e,Fujiazuma,Tokyo,19.04.1987,182.0,183.6,2020,11,0,15,0,,True,,6,,14.0,,False,,348,69.0,,,
349,J14w,Chiyonoumi,Kochi,11.01.1993,182.0,128.0,2020,11,9,6,0,,False,,6,,14.0,,True,,349,70.0,,,
